Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Exercise Description,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 3,Day 3,,Banded Supine Abduction,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 4,Day 4,,Barbell Hip Thrust,"Total Reps: 10 (6,2,1,1)",3,Myo Rep,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 4,Day 4,,Handle Push-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 4,Day 4,,Dumbbell Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 4,Day 4,,Wide-Grip Lat Pull-Down,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 4,Day 4,,Spread-Eagle Reverse Hyper,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 1,Day 1,,Deadlift,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 1,Day 1,,Pause Bench Press,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 1,Day 1,,Dumbbell Bulgarian Split Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 1,Day 1,,One-Arm Row,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 1,Day 1,,Extra-Range Side-Lying Hip Abduction,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 2,Day 2,,Low-Bar Parallel Box Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 2,Day 2,,Dumbbell Bench Press,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 2,Day 2,,Pause Dumbbell 45-Degree Hyper,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 2,Day 2,,Chin-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 2,Day 2,,Banded Cha-Cha,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 3,Day 3,,Dynamic Effort Deadlift,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 3,Day 3,,Bench Press,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 3,Day 3,,Deadstop Foot-Elevated Single-Leg Hip Thrust,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 3,Day 3,,Dumbbell Bent-Over Row,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 3,Day 3,,Banded Supine Abduction,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 4,Day 4,,Barbell Hip Thrust,"Total Reps: 10 (6,2,1,1)",3,Myo Rep,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 4,Day 4,,Handle Push-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 4,Day 4,,Dumbbell Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 4,Day 4,,Wide-Grip Lat Pull-Down,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,10,Workout Day 4,Day 4,,Spread-Eagle Reverse Hyper,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 1,Day 1,,Deadlift,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 1,Day 1,,Pause Bench Press,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 1,Day 1,,Dumbbell Bulgarian Split Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 1,Day 1,,One-Arm Row,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 1,Day 1,,Extra-Range Side-Lying Hip Abduction,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 2,Day 2,,Low-Bar Parallel Box Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 2,Day 2,,Dumbbell Bench Press,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 2,Day 2,,Pause Dumbbell 45-Degree Hyper,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 2,Day 2,,Chin-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 2,Day 2,,Banded Cha-Cha,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 3,Day 3,,Dynamic Effort Deadlift,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 3,Day 3,,Bench Press,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 3,Day 3,,Deadstop Foot-Elevated Single-Leg Hip Thrust,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 3,Day 3,,Dumbbell Bent-Over Row,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 3,Day 3,,Banded Supine Abduction,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 4,Day 4,,Barbell Hip Thrust,"Total Reps: 10 (6,2,1,1)",3,Myo Rep,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 4,Day 4,,Handle Push-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 4,Day 4,,Dumbbell Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 4,Day 4,,Wide-Grip Lat Pull-Down,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,11,Workout Day 4,Day 4,,Spread-Eagle Reverse Hyper,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 1,Day 1,,Deadlift,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 1,Day 1,,Pause Bench Press,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 1,Day 1,,Dumbbell Bulgarian Split Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 1,Day 1,,One-Arm Row,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 1,Day 1,,Extra-Range Side-Lying Hip Abduction,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 2,Day 2,,Low-Bar Parallel Box Squat,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 2,Day 2,,Dumbbell Bench Press,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 2,Day 2,,Pause Dumbbell 45-Degree Hyper,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 2,Day 2,,Chin-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 2,Day 2,,Banded Cha-Cha,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 3,Day 3,,Dynamic Effort Deadlift,,3,Normal,5,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 3,Day 3,,Bench Press,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 3,Day 3,,Deadstop Foot-Elevated Single-Leg Hip Thrust,,3,Normal,8,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 3,Day 3,,Dumbbell Bent-Over Row,,3,Normal,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 3,Day 3,,Banded Supine Abduction,,2,Normal,20,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 4,Day 4,,Barbell Hip Thrust,"Total Reps: 10 (6,2,1,1)",3,Myo Rep,10,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 4,Day 4,,Handle Push-up,,3,AMRAP,,,,,,,,,,,,
Intermediate Program,Bret Contreras,A program for intermediate lifters focused on greater loading and barbell movements.,12 weeks,Intermediate,"Barbell, plates, Glute Loop, adjustable bench, squat rack, chin-up bar, rings, dumbbells, 45-degree hyper, cable column",4,Weeks 9-12,Focuses on the deadlift and bench press.,3,Week 9-12,Third 4 weeks of the intermediate program.,12,Workout Day 4,Day 4,,Dumbbell Squat,,3,Normal,8,,,,,,,,,,,
