Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Exercise Name,Exercise Order,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 7,,7,Day 6 (Light Upper),6,,Cable single-arm standing low row,4,2,,15,15,25,,,,,,"1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 7,,7,Day 6 (Light Upper),6,,Dumbbell upright row,5,2,,15,15,25,,,,,,"1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 7,,7,Day 6 (Light Upper),6,,Cable reverse fly,6,2,,15,15,25,,,,,,"1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 7,,7,Day 6 (Light Upper),6,,Cable curl,7,2,,15,15,25,,,,,,"1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 7,,7,Day 6 (Light Upper),6,,Barbell reverse curl,8,2,,15,15,25,,,,,,"1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 7,,7,Day 6 (Light Upper),6,,Dumbbell overhead triceps extension,9,2,,15,15,25,,,,,,"1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 7,,7,Day 6 (Light Upper),6,,Skull crusher,10,2,,15,15,25,,,,,,"1, 0",,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 1 (Deload),1,,Dumbbell chest press,1,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 1 (Deload),1,,Dumbbell single-arm row,2,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 1 (Deload),1,,Military press,3,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 1 (Deload),1,,Barbell back squat,4,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 1 (Deload),1,,Dumbbell lunge,5,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 1 (Deload),1,,Dumbbell stiff-leg deadlift,6,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 2 (Deload),2,,Dumbbell chest press,1,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 2 (Deload),2,,Dumbbell single-arm row,2,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 2 (Deload),2,,Military press,3,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 2 (Deload),2,,Barbell back squat,4,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 2 (Deload),2,,Dumbbell lunge,5,2,,15,15,20,,,,,,4,,,
Strong & Sculpted,Brad Schoenfeld,A strength and hypertrophy program by Brad Schoenfeld.,4 weeks,Intermediate/Advanced,,,Advanced Body-Sculpting Phase,,3,Week 8,,8,Day 2 (Deload),2,,Dumbbell stiff-leg deadlift,6,2,,15,15,20,,,,,,4,,,
