Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Superset,Exercise Name,Exercise Note,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Youtube Video Links,Advanced Exercise Sets
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Wednesday - Calves,Wednesday,,,Seated raises,"Supramax pump, Pause and squeeze at the top for 8 seconds, long painful sets.",4,,"15, 15, 15, 15",15,15,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Thursday - Back,Thursday,,,Neutral grip pulldowns,"Activate and pump, Medium width, hold squeeze for half a second at bottom.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Thursday - Back,Thursday,,,Scapulae stretch pulldowns,"Train muscle with a stretch emphasis, Very heavy, pull to top of head only.",4,,"8, 8, 8, 8",8,8,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Thursday - Back,Thursday,,,Face pulls,"Supramax pump, More like a chest pull, hold contraction for 1 second.",4,,"15, 15, 15, 15",15,15,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Thursday - Calves,Thursday,,,Standing calve raises,"Stretch and pump, 1 set of 100 reps, stop as needed, but no more than 10s rest.",1,,100,100,100,,,,,12,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Thursday - Abs,Thursday,,,Decline bench leg raise,Activation and pump.,3,,"to failure, to failure, to failure",,,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Friday - Legs,Friday,,,Alternating Single Leg Lying leg curls,"Activation and start pump, Partner gives added eccentric resistance.",4,,"8, 8, 8, 8",8,8,,,,,11,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Friday - Legs,Friday,,,Leg press,"Supramax pump, Sets of 10 up to max weight (3 sets), then 2 heavy sets of 8.",5,,"10, 10, 10, 8, 8",8,10,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Friday - Legs,Friday,,,Barbell squats,"Supramax pump, Use a safety squat bar if available.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Friday - Legs,Friday,,,Glute Extensions,"Supramax pump and working muscle from stretched position, Sets 1-3: 15 reps. Set 2-3: drop weight, 10 reps without weight.",3,Drop Set,"15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Friday - Abs,Friday,,Superset,Ab combination #4,"A leg raise, rope crunch, and incline sit-up combo. 3 rounds.",9,,"N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A",,,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Saturday - Back,Saturday,,,Neutral grip chins,"Activation and start pump, Use assist machine if needed, drive elbows down hard.",4,,"8, 8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Saturday - Back,Saturday,,,Chest supported row,"Supramax pump, Pronated grip, medium width, full range of motion.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Saturday - Back,Saturday,,,Seated dumbbell shrugs,"Supramax pump, Do these seated.",4,,"15, 15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Saturday - Biceps,Saturday,,,Reverse curls,"Supramax pump, Crush forearms.",4,,"12, 12, 12, 12",12,12,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Saturday - Biceps,Saturday,,,Barbell curl,"Supramax pump, 4 sets of 1, very heavy.",4,,"1, 1, 1, 1",1,1,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 6,Training for Week 6,6,Saturday - Calves,Saturday,,,Calve program #1,Supramax pump,4,,"10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch",,,,,,,10,,,https://www.youtube.com/watch?v=Qhdlw51Xjsc&index=68&list=PLD5A37C01FC6D4C0D,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Monday - Back,Monday,,,Neutral grip chins,"Activation and start pump, Keep some bend in elbows, don't get a full stretch.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Monday - Back,Monday,,,Dumbbell deadstop row,"Train explosively, Drive elbow up hard, engage lats.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Monday - Back,Monday,,,Pulldown with a stretch,"Train muscle with a stretch emphasis, Partner provides force on stretch only.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Monday - Back,Monday,,,Hyperextensions,"Supramax pump, Use a band.",3,,"10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Monday - Abs,Monday,,Superset,Ab combination #1,A hanging leg raise and incline sit up combo. 4 rounds.,8,,"N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A",,,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Monday - Calves,Monday,,,Calve program #1,Supramax pump,4,,"10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch",,,,,,,10,,,https://www.youtube.com/watch?v=Qhdlw51Xjsc&index=68&list=PLD5A37C01FC6D4C0D,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Tuesday - Chest,Tuesday,,,Incline dumbbell press,"Activation and start pump, Work up to a tough 8 reps.",3,,"8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Tuesday - Chest,Tuesday,,,Incline barbell press,"Train explosively, Hit some unusually high reps this week.",4,,"12, 12, 12, 12",12,12,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Tuesday - Chest,Tuesday,,,Incline flyes,"Train muscle with stretch emphasis, Pronated grip.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Tuesday - Triceps,Tuesday,,,Reverse grip pushdowns,"Supramax pump, Use individual handles.",4,,"15, 15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Tuesday - Triceps,Tuesday,,,Tate press,"Supramax pump, Use dumbbells or kettlebells.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Tuesday - Triceps,Tuesday,,,Decline lying extensions/skullcrushers,"Supramax pump, Focus on stretch.",2,,"15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Tuesday - Abs,Tuesday,,Superset,Ab combination #2,A hanging leg raise and a rope crunch combo. 4 rounds.,8,,"N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A",,,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Tuesday - Calves,Tuesday,,,Calve program #4,"Supramax pump, 10 reps, 10s top hold, repeat 2 more times.",4,,"10, 10, 10, 10",10,10,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Wednesday - Shoulders,Wednesday,,,Machine rear laterals,"Activation and pump, Hold and flex for a second in the contracted position.",5,,"15, 15, 15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Wednesday - Shoulders,Wednesday,,,Overhead press (superset),"Supramax pump, Supersetted with Dumbbell side laterals for 10 total sets.",5,Superset,"8, 8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Wednesday - Shoulders,Wednesday,,,Dumbbell side laterals (superset),"Supramax pump, Supersetted with Overhead press for 10 total sets.",5,Superset,"10, 10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Wednesday - Abs,Wednesday,,Superset,Ab combination #3,A rope crunch and a pulldown crunch combo. 4 rounds.,8,,"N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A",,,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Wednesday - Calves,Wednesday,,,Seated raises,"Supramax pump, Pause and squeeze at the top for 8 seconds, long painful sets.",4,,"15, 15, 15, 15",15,15,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Thursday - Back,Thursday,,,Cable rows w/ single pulleys,"Activate and pump, Hit lower traps and rhomboids, hard squeeze.",4,,"12, 12, 12, 12",12,12,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Thursday - Back,Thursday,,,Pulldowns w/ single pulleys,"Train muscle with a stretch emphasis, Do both arms at once, slow negative.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Thursday - Back,Thursday,,,Rack pulls,"Supramax pump, Sets of 5, 10s rest. Mid-shin height.",8,,"5, 5, 5, 5, 5, 5, 5, 5",5,5,,,,,7,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Thursday - Calves,Thursday,,,Standing calve raises,"Stretch and pump, 1 set of 100 reps, stop as needed, but no more than 10s rest.",1,,100,100,100,,,,,12,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Thursday - Abs,Thursday,,,Decline bench leg raise,Activation and pump.,3,,"to failure, to failure, to failure",,,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Friday - Legs,Friday,,,Alternating Single Leg Lying leg curls,"Activation and start pump, 3 hard sets of 10. Set 4: 10 reps, drop, 8 reps, drop, 8 reps, 30s isohold.",4,Drop Set,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Friday - Legs,Friday,,,Leg press,"Supramax pump, Feet in strongest position, pump fast.",3,,"10, 10, 10",10,10,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Friday - Legs,Friday,,,Hack squat 1.5's,"Supramax pump, Go to parallel, pause 1s, up halfway, down, up all the way. That's 1 rep.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Friday - Legs,Friday,,,Leg extensions,"Supramax pump and working muscle from stretched position, Heavy, don't lock out, pump like a madman.",3,,"25, 25, 25",25,25,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Friday - Abs,Friday,,Superset,Ab combination #4,"A leg raise, rope crunch, and incline sit-up combo. 3 rounds.",9,,"N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A",,,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Saturday - Back,Saturday,,,Chest supported row,"Activation and start pump, Neutral grip, focus on lats.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Saturday - Back,Saturday,,,Dumbbell pullovers,"Train muscle with a stretch emphasis, Stretch the lats out.",4,,"10, 10, 10, 10",10,10,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Saturday - Back,Saturday,,,Dumbbell shrugs,"Supramax pump, Hold contracted position for 2 seconds.",4,,"12, 12, 12, 12",12,12,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Saturday - Biceps,Saturday,,,Hammer curls,"Supramax pump, Grip dumbbells hard, pump extremely fast.",4,,"15, 15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Saturday - Biceps,Saturday,,,Barbell curl 1.5's,"Supramax pump, Lower all the way, up halfway, down, up all the way. That's 1 rep.",4,,"10, 10, 10, 10",10,10,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 7,Training for Week 7,7,Saturday - Calves,Saturday,,,Calve program #1,Supramax pump,4,,"10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch",,,,,,,10,,,https://www.youtube.com/watch?v=Qhdlw51Xjsc&index=68&list=PLD5A37C01FC6D4C0D,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Monday - Back,Monday,,,Semi supinated pulldowns,"Activation and start pump, Drive elbows back.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Monday - Back,Monday,,,Cable iron cross,"Supramax pump, Don't let arms go past parallel, safe for shoulders.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Monday - Back,Monday,,,T-bar,"Train muscle with a stretch emphasis, Heavy, pronated grip.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Monday - Back,Monday,,,Hyperextensions,"Supramax pump, Use a band.",3,,"10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Monday - Abs,Monday,,Superset,Ab combination #1,A hanging leg raise and incline sit up combo. 4 rounds.,8,,"N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A",,,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Monday - Calves,Monday,,,Calf program #1,Supramax pump,4,,"10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch, 10 full, 10 half, 10 sec stretch",,,,,,,10,,,https://www.youtube.com/watch?v=Qhdlw51Xjsc&index=68&list=PLD5A37C01FC6D4C0D,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Tuesday - Chest,Tuesday,,,Flat dumbbell press,"Activation and start pump, Work up to a tough 8 reps, 3/4 lockout.",3,,"8, 8, 8",8,8,,,,,8,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Tuesday - Chest,Tuesday,,,Incline barbell press,"Train explosively, Change bench angle from last week.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Tuesday - Chest,Tuesday,,,Flat flyes,"Train muscle with stretch emphasis, Pronated grip, slow and controlled.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Tuesday - Triceps,Tuesday,,,Rope pushdowns,"Supramax pump, Nice and slow, flexing hard at the bottom.",4,,"15, 15, 15, 15",15,15,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Tuesday - Triceps,Tuesday,,,Tate press,"Supramax pump, Use dumbbells or kettlebells, a lot of volume.",4,,"20, 20, 20, 20",20,20,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Tuesday - Abs,Tuesday,,Superset,Ab combination #2,A hanging leg raise and a rope crunch combo. 4 rounds.,8,,"N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A",,,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Tuesday - Calves,Tuesday,,,Calve program #4,"Supramax pump, 10 reps, 10s top hold, repeat 2 more times.",4,,"10, 10, 10, 10",10,10,,,,,10,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Wednesday - Shoulders,Wednesday,,,Machine rear laterals,"Activation and pump, Hold and flex for a second in the contracted position.",4,,"25, 25, 25, 25",25,25,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Wednesday - Shoulders,Wednesday,,,Seated dumbbell press,"Activation and pump, Bench with back support.",4,,"8, 8, 8, 8",8,8,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Wednesday - Shoulders,Wednesday,,,Dumbbell side laterals,"Activation and pump, Simple, controlled sets.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Wednesday - Shoulders,Wednesday,,,Barbell front raises,"Activation and pump, Simple, controlled sets.",4,,"10, 10, 10, 10",10,10,,,,,9,,,,
Omega Sentinel,John Meadows,An advanced 14-week bodybuilding and hypertrophy program.,14 Weeks,Advanced,"Dumbbells, Barbell, Machines, Bands",6,Back - High Frequency,,2,Microcycle Week 8,Training for Week 8,8,Wednesday - Abs,Wednesday,,Superset,Ab combination #3,A rope crunch and a pulldown crunch combo. 4 rounds.,8,,"N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A",,,,,,,9,,,,
