Program Name,Program Arthur,Program Description,Program Short Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Superset,Exercise Name,Exercise Description,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Strength),1,,,Back Squat,"Light weight, practice good form and control",2,1,5,5,5,,,,,6,4,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Strength),1,,,Lying Leg Curl,Consistent speed and range of motion across all reps controli,3,1,20,20,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Strength),1,,,Swiss Ball Triple Threat,"Full ROM, should feel stretch in hamstrings on eccentric",3,1,15,15,15,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Strength),1,,,Elevated Glute Bridge,"Perform bodyweight, feet up on bench, squeeze glutes hard at the top of each rep",3,1,30,30,30,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Strength),1,,,Leg Raise Variation (Abs),"Can perform hanging, using ROMan chair or lying challengeyourselfi",3,1,10,10,12,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Strength),1,,,Crunch Variation (Abs),"Can perform using a cable, weighted or machine challengeyourselfi",2,1,12,12,15,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),2,,,Banded Sumo Walk,"Bend at hips, wide stance, short steps moving forward, 1 step 1 rep",3,1,20,20,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),2,,,Banded Side Walk,"15 reps each direction, miniband around feet or full band around knees, slight bend at hips, short 6 inch steps",3,1,30,30,30,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),2,,,Cable Glute Kickback,"Slight lean forward, push back then up in a slight arc, hold onto upright for support",3,1,15,15,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),2,,,Machine Hip Abduction (Glutes Elevated),"Keep glutes 2 6 inches elevated off the seat, use a fast tempo and keep constant tention no rest between reps!",3,1,25,25,30,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),2,,,Dumbbell Raise Complex,"15 side raises, 15 front raises, 15 rear delt flyes, no rest = 1 set",2,1,15,15,15,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),2,,,Reverse Pec Deck,"Experiment with grip and see how you ""feel"" rear delts engage the most, push handles ""out"", don't pull ""back""",4,1,15,15,20,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Upper Body + Glute (Metabolic),3,,,Lower Back Extension (Pumper),Use only the middle 1/2 of the range of motion and keep constant tension on glutes,3,1,15,15,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Upper Body + Glute (Metabolic),3,,,Banded Squat Bouncer,"2/3 bottom range of motion, band around knees, constant tension on glutes",3,1,20,20,25,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Upper Body + Glute (Metabolic),3,,,Banded Abduction (Seated),"Band around knees, focus on driving knees out, feel glute medius to ensure activation",2,1,20,20,25,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Upper Body + Glute (Metabolic),3,,,Cable Glute Kickback,"Slight lean forward, push back then up in a slight arc, hold onto upright for support",3,1,15,15,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Upper Body + Glute (Metabolic),3,,,Wide Grip Lat Pulldown,"Lean back 30, use slight momentum, lighter weight",3,1,12,12,15,,,,,7,3,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Upper Body + Glute (Metabolic),3,,,1-Arm Dumbbell Row,"Pull dumbbell ""to back pocket stretch on lats at the bottom",3,1,10,10,12,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),4,,,Banded Side Lying Clams,"Band around knees, feet together, focus on activating glute medius",3,1,20,20,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),4,,,Single Leg Hip Thrust,"Use preloaded barbell or hold a plate in lap, constant tension on glutes",3,1,12,12,15,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),4,,A1,Banded Side Walk,"15 reps each direction, miniband around feet or full band around knees, slight bend at hips, short 6 inch steps",2,1,30,30,30,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),4,,A2,Frog Pump,"Hard glute squeeze at the top of each rep, faster tempo, challenge yourself for more reps each week!",2,1,20,20,20,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),4,,,Standing Calf Raise,"Feet pointed straight ahead, 1 second pause at the bottom of each rep",3,1,15,15,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),4,,,Leg Raise Variation (Abs),"Can perform hanging, ROMan chair or lying challenge yourself!",3,1,10,10,12,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),5,,,Romanian Deadlift,"Use lighter weight, mind muscle connection with hamstrings",3,1,20,20,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),5,,,Cable Pullthrough,"Use rope attachment, slight bend in knees, set hips back to feel big stretch in glutes, explosively thrust hips forward",4,1,15,15,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),5,,,Standing Cable Hip Abduction,"Hold onto upright for support, palpate glute medius to ensure activation",3,1,15,15,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),5,,,Banded Side Lying Clams,"Band around knees, feet together, focus on activating glute medius",3,1,20,20,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 7,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",7,Lower Body (Hypertrophy),5,,,Lean Away Cable Lateral Raise,"Put cable between legs and lean away, drive ""out"" with the back of your hand, not ""up"" with your traps",3,1,12,12,15,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Strength),1,,,Back Squat,"Light weight, practice good form and control",2,1,5,5,5,,,,,6,4,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Strength),1,,,Lying Leg Curl,Consistent speed and range of motion across all reps controli,3,1,20,20,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Strength),1,,,Swiss Ball Triple Threat,"Full ROM, should feel stretch in hamstrings on eccentric",3,1,15,15,15,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Strength),1,,,Elevated Glute Bridge,"Perform bodyweight, feet up on bench, squeeze glutes hard at the top of each rep",3,1,30,30,30,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Strength),1,,,Leg Raise Variation (Abs),"Can perform hanging, using ROMan chair or lying challengeyourselfi",3,1,10,10,12,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Strength),1,,,Crunch Variation (Abs),"Can perform using a cable, weighted or machine challengeyourselfi",2,1,12,12,15,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Hypertrophy),2,,,Banded Sumo Walk,"Bend at hips, wide stance, short steps moving forward, 1 step 1 rep",3,1,20,20,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Hypertrophy),2,,,Banded Side Walk,"15 reps fach direction, miniband around feet or full band around knees, slight bend at hips, short 6 inch steps",3,1,30,30,30,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Hypertrophy),2,,,Cable Glute Kickback,"Slight lean forward, push back then up in a slight arc, hold onto upright for support",3,1,15,15,20,,,,,8,2,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Hypertrophy),2,,,Machine Hip Abduction (Glutes Elevated),"Keep glutes 2 6 inches elevated off the seat, use a fast tempo and keep constant tention no rest between reps!",3,1,25,25,30,,,,,9,1,,,
Jeff Nippard Glute Hypertrophy Program,Jeff Nippard,An 8-week program split into two blocks: Accumulation and Metabolic. It focuses on glute hypertrophy through a combination of heavy compound lifts and high-rep isolation exercises.,,8 weeks,Advanced,"Dumbbells, Barbell, Resistance Bands, Swiss Ball, Cable Machine, Leg Press Machine, Pec Deck",5,Block 2 - Metabolic Focus,Presents a novel two-week training stimulus focused on metabolic stress and functional deloading to allow for recovery and psychological novelty.,2,Week 8,"This short block acts as a ""deload"" to allow for recovery of connective tissues.",8,Lower Body (Hypertrophy),2,,,Dumbbell Raise Complex,"15 side raises, 15 front raises, 15 rear delt flyes, no rest= 1 set",2,1,15,15,15,,,,,6,4,,,
